,geoid,year_x,NAME_x,B01001_001E_x,B19013_001E_x,B25077_001E_x,B03002_003E_x,B03002_004E_x,B02001_004E_x,B03002_006E_x,B03002_007E_x,B03002_008E_x,B03002_009E_x,B03002_012E_x,B15002_032E_x,B15002_015E_x,state_x,county_x,tract_x,25_and_bachelors_x,percentage_of_bachelors_x,year_y,NAME_y,B01001_001E_y,B19013_001E_y,B25077_001E_y,B03002_003E_y,B03002_004E_y,B02001_004E_y,B03002_006E_y,B03002_007E_y,B03002_008E_y,B03002_009E_y,B03002_012E_y,B15002_032E_y,B15002_015E_y,state_y,county_y,tract_y,25_and_bachelors_y,percentage_of_bachelors_y,ed_chng,home_pct_change,has>500_start,has>500_end,median40start,median40income,ed_chng_upper_third,median_home_higher,median_home_topthird,eligible,gentrified
415,34017010900,2018,"Census Tract 109, Hudson County, New Jersey",2149.0,37917.0,275000.0,1054.0,153.0,0.0,198.0,0.0,10.0,20.0,714.0,137.0,140.0,34,17,10900,277.0,0.12889716147045138,2009,"Census Tract 109, Hudson County, New Jersey",1697.0,29272.0,375300.0,962.0,70.0,0.0,315.0,0.0,21.0,57.0,272.0,75.0,119.0,34,17,10900,194.0,0.11431938715380083,0.014577774316650555,-0.5967309090909091,True,True,True,True,False,False,False,True,False
417,34017011600,2018,"Census Tract 116, Hudson County, New Jersey",3968.0,43112.0,323000.0,2255.0,496.0,0.0,52.0,0.0,9.0,118.0,1038.0,560.0,265.0,34,17,11600,825.0,0.2079133064516129,2009,"Census Tract 116, Hudson County, New Jersey",4047.0,42124.0,336500.0,2433.0,745.0,0.0,2.0,0.0,59.0,153.0,655.0,329.0,278.0,34,17,11600,607.0,0.1499876451692612,0.057925661282351715,-0.21890092879256967,True,True,True,True,True,False,False,True,False
419,34017013000,2018,"Census Tract 130, Hudson County, New Jersey",3929.0,52083.0,302000.0,671.0,142.0,16.0,226.0,0.0,94.0,29.0,2767.0,174.0,250.0,34,17,13000,424.0,0.10791550012725884,2009,"Census Tract 130, Hudson County, New Jersey",2903.0,48300.0,363200.0,1218.0,0.0,18.0,23.0,0.0,140.0,0.0,1522.0,68.0,121.0,34,17,13000,189.0,0.06510506372717878,0.04281043640008006,-0.4070993377483444,True,True,True,True,True,False,False,True,False
420,34017015100,2018,"Census Tract 151, Hudson County, New Jersey",3106.0,53166.0,265600.0,642.0,0.0,0.0,222.0,0.0,0.0,0.0,2242.0,210.0,139.0,34,17,15100,349.0,0.11236316806181584,2009,"Census Tract 151, Hudson County, New Jersey",2752.0,36023.0,379600.0,511.0,18.0,63.0,45.0,0.0,35.0,19.0,2124.0,164.0,113.0,34,17,15100,277.0,0.10065406976744186,0.011709098294373985,-0.672183734939759,True,True,True,True,False,False,False,True,False
423,34017017100,2018,"Census Tract 171, Hudson County, New Jersey",4906.0,54744.0,328000.0,629.0,249.0,0.0,122.0,0.0,65.0,11.0,3830.0,198.0,189.0,34,17,17100,387.0,0.07888300040766409,2009,"Census Tract 171, Hudson County, New Jersey",4912.0,51810.0,341700.0,785.0,159.0,30.0,0.0,0.0,8.0,0.0,3960.0,262.0,212.0,34,17,17100,474.0,0.09649837133550489,-0.017615370927840796,-0.21886890243902438,True,True,True,True,False,False,False,True,False
424,34017017500,2018,"Census Tract 175, Hudson County, New Jersey",4378.0,40665.0,354900.0,498.0,76.0,9.0,114.0,0.0,13.0,36.0,3641.0,251.0,186.0,34,17,17500,437.0,0.09981726815897671,2009,"Census Tract 175, Hudson County, New Jersey",3773.0,37965.0,332400.0,385.0,78.0,0.0,39.0,0.0,0.0,0.0,3271.0,63.0,120.0,34,17,17500,183.0,0.04850251789027299,0.05131475026870372,-0.09582417582417582,True,True,True,True,True,False,False,True,False
425,34017018000,2018,"Census Tract 180, Hudson County, New Jersey",4054.0,68000.0,431600.0,1662.0,133.0,27.0,309.0,0.0,0.0,55.0,1868.0,481.0,306.0,34,17,18000,787.0,0.1941292550567341,2009,"Census Tract 180, Hudson County, New Jersey",4267.0,47924.0,402600.0,1818.0,72.0,23.0,309.0,0.0,34.0,11.0,2023.0,387.0,451.0,34,17,18000,838.0,0.1963909069603937,-0.0022616519036596228,-0.0913855421686747,True,True,True,True,False,False,False,True,False
427,34017010200,2018,"Census Tract 102, Hudson County, New Jersey",2970.0,82024.0,339200.0,1619.0,174.0,0.0,399.0,0.0,0.0,0.0,778.0,305.0,322.0,34,17,10200,627.0,0.2111111111111111,2009,"Census Tract 102, Hudson County, New Jersey",3197.0,52026.0,340000.0,1990.0,177.0,0.0,264.0,0.0,66.0,17.0,683.0,219.0,222.0,34,17,10200,441.0,0.13794182045667813,0.07316929065443298,-0.17275943396226415,True,True,True,True,True,False,False,True,False
428,34017016500,2018,"Census Tract 165, Hudson County, New Jersey",4775.0,60257.0,295300.0,913.0,159.0,0.0,338.0,0.0,25.0,14.0,3326.0,359.0,271.0,34,17,16500,630.0,0.1319371727748691,2009,"Census Tract 165, Hudson County, New Jersey",3654.0,39909.0,284400.0,1093.0,170.0,0.0,56.0,0.0,13.0,11.0,2311.0,172.0,177.0,34,17,16500,349.0,0.09551176792556103,0.03642540484930808,-0.12681341009143243,True,True,True,True,True,False,False,True,False
429,34017002700,2018,"Census Tract 27, Hudson County, New Jersey",5670.0,44150.0,275900.0,859.0,1237.0,56.0,1705.0,0.0,0.0,120.0,1713.0,281.0,456.0,34,17,2700,737.0,0.12998236331569665,2009,"Census Tract 27, Hudson County, New Jersey",3958.0,44329.0,297700.0,833.0,1075.0,0.0,1091.0,0.0,13.0,23.0,923.0,81.0,390.0,34,17,2700,471.0,0.11899949469429004,0.010982868621406613,-0.26244653860094236,True,True,True,True,False,False,False,True,False
431,34017006300,2018,"Census Tract 63, Hudson County, New Jersey",4499.0,34022.0,234800.0,269.0,1685.0,166.0,284.0,0.0,27.0,90.0,2120.0,197.0,190.0,34,17,6300,387.0,0.08601911535896865,2009,"Census Tract 63, Hudson County, New Jersey",4532.0,48355.0,353200.0,618.0,1619.0,46.0,226.0,0.0,154.0,20.0,1895.0,342.0,192.0,34,17,6300,534.0,0.117828773168579,-0.03180965780961034,-0.7599829642248722,True,True,True,True,False,False,False,True,False
434,34017011100,2018,"Census Tract 111, Hudson County, New Jersey",4526.0,41058.0,300700.0,1711.0,411.0,0.0,370.0,0.0,4.0,114.0,1916.0,377.0,256.0,34,17,11100,633.0,0.13985859478568272,2009,"Census Tract 111, Hudson County, New Jersey",4019.0,41745.0,368700.0,1845.0,476.0,0.0,195.0,0.0,113.0,96.0,1294.0,252.0,266.0,34,17,11100,518.0,0.12888778303060464,0.01097081175507808,-0.43458264050548717,True,True,True,True,False,False,False,True,False
436,34017013100,2018,"Census Tract 131, Hudson County, New Jersey",2229.0,54643.0,316800.0,1031.0,48.0,0.0,108.0,0.0,0.0,0.0,1042.0,83.0,129.0,34,17,13100,212.0,0.09510991475998205,2009,"Census Tract 131, Hudson County, New Jersey",2105.0,50547.0,383100.0,1043.0,126.0,0.0,40.0,0.0,13.0,39.0,844.0,33.0,125.0,34,17,13100,158.0,0.07505938242280286,0.020050532337179197,-0.41485795454545454,True,True,True,True,False,False,False,True,False
438,34017016700,2018,"Census Tract 167, Hudson County, New Jersey",1568.0,44673.0,352200.0,343.0,0.0,0.0,68.0,0.0,12.0,0.0,1145.0,46.0,34.0,34,17,16700,80.0,0.05102040816326531,2009,"Census Tract 167, Hudson County, New Jersey",1270.0,38934.0,357200.0,144.0,85.0,0.0,0.0,0.0,55.0,13.0,973.0,105.0,16.0,34,17,16700,121.0,0.09527559055118111,-0.0442551823879158,-0.1866098807495741,True,True,True,True,False,False,False,True,False
439,34017017000,2018,"Census Tract 170, Hudson County, New Jersey",5316.0,42279.0,298000.0,1043.0,164.0,20.0,226.0,0.0,34.0,109.0,3740.0,197.0,208.0,34,17,17000,405.0,0.07618510158013544,2009,"Census Tract 170, Hudson County, New Jersey",5114.0,40160.0,242900.0,659.0,9.0,7.0,28.0,0.0,0.0,0.0,4418.0,292.0,102.0,34,17,17000,394.0,0.07704341024638248,-0.0008583086662470318,0.046332214765100674,True,True,True,True,False,True,True,True,False
443,34017015600,2018,"Census Tract 156, Hudson County, New Jersey",4427.0,39675.0,332500.0,396.0,57.0,0.0,78.0,0.0,21.0,17.0,3858.0,267.0,184.0,34,17,15600,451.0,0.10187485882087192,2009,"Census Tract 156, Hudson County, New Jersey",3849.0,33250.0,275000.0,279.0,64.0,40.0,0.0,0.0,10.0,0.0,3496.0,105.0,195.0,34,17,15600,300.0,0.0779423226812159,0.023932536139656027,0.032330827067669175,True,True,True,True,False,True,True,True,False
444,34017000700,2018,"Census Tract 7, Hudson County, New Jersey",3097.0,63158.0,431500.0,878.0,127.0,0.0,741.0,0.0,23.0,36.0,1292.0,341.0,191.0,34,17,700,532.0,0.17177914110429449,2009,"Census Tract 7, Hudson County, New Jersey",3571.0,50833.0,367500.0,1149.0,250.0,86.0,430.0,0.0,87.0,0.0,1655.0,293.0,219.0,34,17,700,512.0,0.14337720526463177,0.028401935839662718,0.003534183082271147,True,True,True,True,False,True,True,True,False
447,34017004300,2018,"Census Tract 43, Hudson County, New Jersey",2389.0,63750.0,329500.0,414.0,1016.0,20.0,82.0,0.0,5.0,106.0,765.0,201.0,193.0,34,17,4300,394.0,0.16492256174131437,2009,"Census Tract 43, Hudson County, New Jersey",2348.0,44074.0,323500.0,230.0,1543.0,0.0,33.0,0.0,0.0,101.0,441.0,185.0,149.0,34,17,4300,334.0,0.14224872231686542,0.02267383942444895,-0.14869499241274658,True,True,True,True,False,False,False,True,False
448,34017004400,2018,"Census Tract 44, Hudson County, New Jersey",2635.0,19070.0,369700.0,11.0,1688.0,0.0,87.0,0.0,18.0,15.0,816.0,106.0,147.0,34,17,4400,253.0,0.09601518026565464,2009,"Census Tract 44, Hudson County, New Jersey",2257.0,18050.0,241300.0,76.0,1984.0,0.0,10.0,0.0,0.0,11.0,176.0,93.0,97.0,34,17,4400,190.0,0.08418254319893664,0.011832637066718,0.2363510954828239,True,True,True,True,False,True,True,True,False
453,34017013300,2018,"Census Tract 133, Hudson County, New Jersey",3120.0,65972.0,302000.0,1209.0,156.0,20.0,42.0,0.0,53.0,97.0,1563.0,229.0,286.0,34,17,13300,515.0,0.16506410256410256,2009,"Census Tract 133, Hudson County, New Jersey",2599.0,54958.0,404600.0,980.0,116.0,19.0,426.0,0.0,0.0,0.0,1058.0,130.0,142.0,34,17,13300,272.0,0.10465563678337822,0.06040846578072434,-0.5674900662251655,True,True,True,True,True,False,False,True,False
455,34017012300,2018,"Census Tract 123, Hudson County, New Jersey",2466.0,67969.0,303900.0,1047.0,96.0,0.0,78.0,0.0,4.0,34.0,1207.0,181.0,152.0,34,17,12300,333.0,0.13503649635036497,2009,"Census Tract 123, Hudson County, New Jersey",2208.0,37159.0,368500.0,1279.0,11.0,0.0,97.0,0.0,15.0,34.0,772.0,138.0,116.0,34,17,12300,254.0,0.11503623188405797,0.020000264466306997,-0.41870681145113525,True,True,True,True,False,False,False,True,False
456,34017013400,2018,"Census Tract 134, Hudson County, New Jersey",2665.0,63015.0,311900.0,484.0,0.0,0.0,109.0,0.0,29.0,4.0,2039.0,113.0,100.0,34,17,13400,213.0,0.0799249530956848,2009,"Census Tract 134, Hudson County, New Jersey",2249.0,50347.0,364600.0,807.0,55.0,18.0,135.0,0.0,67.0,0.0,1185.0,81.0,94.0,34,17,13400,175.0,0.07781236104935527,0.002112592046329534,-0.3676883616543764,True,True,True,True,False,False,False,True,False
460,34017015900,2018,"Census Tract 159, Hudson County, New Jersey",5885.0,41688.0,335500.0,767.0,0.0,48.0,73.0,28.0,0.0,0.0,5017.0,200.0,235.0,34,17,15900,435.0,0.07391673746813934,2009,"Census Tract 159, Hudson County, New Jersey",5186.0,32406.0,397400.0,121.0,0.0,0.0,0.0,0.0,21.0,67.0,4977.0,148.0,180.0,34,17,15900,328.0,0.06324720401079831,0.010669533457341035,-0.38586587183308496,True,True,True,True,False,False,False,True,False
462,34017016600,2018,"Census Tract 166, Hudson County, New Jersey",4187.0,38970.0,290900.0,608.0,125.0,0.0,159.0,0.0,0.0,38.0,3257.0,160.0,130.0,34,17,16600,290.0,0.06926200143300693,2009,"Census Tract 166, Hudson County, New Jersey",2848.0,28294.0,364000.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,2357.0,123.0,52.0,34,17,16600,175.0,0.061446629213483143,0.007815372219523782,-0.46400825025782055,True,True,True,True,False,False,False,True,False
467,34017001100,2018,"Census Tract 11, Hudson County, New Jersey",5371.0,72617.0,293700.0,1428.0,315.0,0.0,949.0,0.0,9.0,92.0,2578.0,405.0,560.0,34,17,1100,965.0,0.17966859057903556,2009,"Census Tract 11, Hudson County, New Jersey",5686.0,49018.0,373700.0,1456.0,229.0,51.0,522.0,0.0,0.0,0.0,3428.0,287.0,254.0,34,17,1100,541.0,0.09514597256419276,0.0845226180148428,-0.48869254341164453,True,True,True,True,True,False,False,True,False
469,34017016400,2018,"Census Tract 164, Hudson County, New Jersey",3565.0,40913.0,349300.0,626.0,0.0,0.0,56.0,0.0,0.0,0.0,2883.0,239.0,212.0,34,17,16400,451.0,0.126507713884993,2009,"Census Tract 164, Hudson County, New Jersey",3706.0,32125.0,410200.0,643.0,0.0,10.0,43.0,0.0,26.0,0.0,2994.0,126.0,225.0,34,17,16400,351.0,0.09471127900701565,0.03179643487797734,-0.37398797595190364,True,True,True,True,False,False,False,True,False
479,34017006200,2018,"Census Tract 62, Hudson County, New Jersey",3784.0,47428.0,284200.0,293.0,1449.0,58.0,380.0,0.0,142.0,158.0,1304.0,199.0,70.0,34,17,6200,269.0,0.07108879492600423,2009,"Census Tract 62, Hudson County, New Jersey",3827.0,33294.0,272100.0,672.0,1796.0,0.0,368.0,0.0,0.0,27.0,964.0,134.0,73.0,34,17,6200,207.0,0.054089365037888686,0.016999429888115543,-0.12018648838845883,True,True,True,True,False,False,False,True,False
497,34019011400,2018,"Census Tract 114, Hunterdon County, New Jersey",4624.0,60533.0,286700.0,2511.0,94.0,0.0,476.0,0.0,0.0,33.0,1510.0,382.0,263.0,34,19,11400,645.0,0.13948961937716264,2009,"Census Tract 114, Hunterdon County, New Jersey",4268.0,53606.0,335100.0,2732.0,102.0,0.0,56.0,0.0,0.0,127.0,1251.0,248.0,233.0,34,19,11400,481.0,0.1126991565135895,0.026790462863573145,-0.3675165678409487,True,True,True,True,False,False,False,True,False
522,34023002902,2018,"Census Tract 29.02, Middlesex County, New Jersey",3376.0,65313.0,282600.0,1222.0,191.0,0.0,333.0,0.0,0.0,231.0,1399.0,199.0,155.0,34,23,2902,354.0,0.10485781990521327,2009,"Census Tract 29.02, Middlesex County, New Jersey",2836.0,48614.0,331900.0,1757.0,189.0,25.0,325.0,0.0,0.0,32.0,533.0,223.0,202.0,34,23,2902,425.0,0.1498589562764457,-0.04500113637123242,-0.37410828025477705,True,True,True,True,False,False,False,True,False
527,34023004500,2018,"Census Tract 45, Middlesex County, New Jersey",8332.0,54453.0,253600.0,524.0,1103.0,0.0,109.0,0.0,23.0,21.0,6552.0,309.0,167.0,34,23,4500,476.0,0.057129140662506,2009,"Census Tract 45, Middlesex County, New Jersey",5894.0,38808.0,325600.0,365.0,646.0,10.0,102.0,0.0,0.0,0.0,4781.0,172.0,342.0,34,23,4500,514.0,0.08720732948761452,-0.030078188825108515,-0.5021766561514196,True,True,True,True,False,False,False,True,False
540,34023003600,2018,"Census Tract 36, Middlesex County, New Jersey",7266.0,55652.0,255300.0,1709.0,649.0,14.0,1738.0,0.0,21.0,50.0,3099.0,444.0,598.0,34,23,3600,1042.0,0.1434076520781723,2009,"Census Tract 36, Middlesex County, New Jersey",7588.0,53025.0,316500.0,2913.0,1077.0,0.0,1161.0,0.0,0.0,211.0,2226.0,392.0,358.0,34,23,3600,750.0,0.09884027411702688,0.04456737796114542,-0.45047003525264395,True,True,True,True,True,False,False,True,False
541,34023003800,2018,"Census Tract 38, Middlesex County, New Jersey",8338.0,80753.0,274500.0,2458.0,1770.0,0.0,1622.0,0.0,42.0,80.0,2366.0,600.0,242.0,34,23,3800,842.0,0.10098344926840969,2009,"Census Tract 38, Middlesex County, New Jersey",7097.0,55370.0,326800.0,2944.0,996.0,0.0,741.0,0.0,15.0,14.0,2387.0,314.0,319.0,34,23,3800,633.0,0.08919261659856277,0.011790832669846915,-0.39291803278688525,True,True,True,True,False,False,False,True,False
542,34023008206,2018,"Census Tract 82.06, Middlesex County, New Jersey",3618.0,42212.0,111000.0,2946.0,124.0,0.0,248.0,0.0,0.0,103.0,197.0,185.0,276.0,34,23,8206,461.0,0.12741846323935876,2009,"Census Tract 82.06, Middlesex County, New Jersey",3628.0,35397.0,153400.0,3304.0,177.0,9.0,79.0,0.0,0.0,0.0,59.0,469.0,229.0,34,23,8206,698.0,0.19239250275633957,-0.0649740395169808,-0.6169189189189189,True,True,True,True,False,False,False,True,False
570,34023004000,2018,"Census Tract 40, Middlesex County, New Jersey",4023.0,58026.0,280700.0,826.0,339.0,0.0,56.0,0.0,0.0,43.0,2759.0,185.0,89.0,34,23,4000,274.0,0.06810837683320904,2009,"Census Tract 40, Middlesex County, New Jersey",4482.0,49036.0,348800.0,952.0,620.0,0.0,50.0,0.0,0.0,0.0,2860.0,116.0,200.0,34,23,4000,316.0,0.07050423917893797,-0.00239586234572893,-0.4538510865692911,True,True,True,True,False,False,False,True,False
571,34023004400,2018,"Census Tract 44, Middlesex County, New Jersey",4699.0,61676.0,227600.0,427.0,469.0,0.0,77.0,0.0,0.0,0.0,3726.0,168.0,186.0,34,23,4400,354.0,0.07533517769738242,2009,"Census Tract 44, Middlesex County, New Jersey",4003.0,39613.0,281900.0,1009.0,0.0,0.0,93.0,0.0,42.0,56.0,2803.0,133.0,105.0,34,23,4400,238.0,0.05945540844366725,0.01587976925371517,-0.449134446397188,True,True,True,True,False,False,False,True,False
572,34023005200,2018,"Census Tract 52, Middlesex County, New Jersey",5318.0,26107.0,367500.0,2184.0,361.0,0.0,532.0,0.0,0.0,106.0,2135.0,35.0,88.0,34,23,5200,123.0,0.02312899586310643,2009,"Census Tract 52, Middlesex County, New Jersey",4128.0,30472.0,290600.0,2240.0,417.0,0.0,494.0,0.0,0.0,41.0,936.0,170.0,236.0,34,23,5200,406.0,0.09835271317829457,-0.07522371731518813,0.07482448979591837,True,True,True,True,False,True,True,True,False
573,34023005800,2018,"Census Tract 58, Middlesex County, New Jersey",5376.0,34643.0,249500.0,614.0,504.0,0.0,128.0,0.0,0.0,20.0,4110.0,109.0,109.0,34,23,5800,218.0,0.04055059523809524,2009,"Census Tract 58, Middlesex County, New Jersey",5244.0,38998.0,305000.0,566.0,816.0,0.0,121.0,0.0,0.0,48.0,3693.0,76.0,226.0,34,23,5800,302.0,0.057589626239511825,-0.017039031001416585,-0.4302605210420842,True,True,True,True,False,False,False,True,False
585,34023001902,2018,"Census Tract 19.02, Middlesex County, New Jersey",2198.0,80900.0,293800.0,1196.0,118.0,0.0,287.0,0.0,0.0,0.0,597.0,235.0,194.0,34,23,1902,429.0,0.1951774340309372,2009,"Census Tract 19.02, Middlesex County, New Jersey",2076.0,57500.0,341700.0,1205.0,60.0,0.0,200.0,0.0,0.0,27.0,584.0,212.0,187.0,34,23,1902,399.0,0.19219653179190752,0.0029809022390296924,-0.36075221238938054,True,True,True,True,False,False,False,True,False
591,34023004900,2018,"Census Tract 49, Middlesex County, New Jersey",4985.0,34073.0,239400.0,571.0,208.0,10.0,54.0,0.0,12.0,28.0,4112.0,195.0,131.0,34,23,4900,326.0,0.0653961885656971,2009,"Census Tract 49, Middlesex County, New Jersey",4446.0,40847.0,321700.0,669.0,271.0,0.0,28.0,0.0,0.0,0.0,3478.0,215.0,160.0,34,23,4900,375.0,0.08434547908232119,-0.018949290516624098,-0.572218045112782,True,True,True,True,False,False,False,True,False
592,34023005700,2018,"Census Tract 57, Middlesex County, New Jersey",5252.0,40135.0,183200.0,1037.0,862.0,0.0,211.0,0.0,0.0,26.0,3116.0,292.0,248.0,34,23,5700,540.0,0.10281797410510282,2009,"Census Tract 57, Middlesex County, New Jersey",4673.0,43855.0,251400.0,531.0,907.0,0.0,83.0,0.0,23.0,39.0,3090.0,108.0,124.0,34,23,5700,232.0,0.0496469077680291,0.05317106633707372,-0.605556768558952,True,True,True,True,True,False,False,True,False
596,34023007500,2018,"Census Tract 75, Middlesex County, New Jersey",3131.0,82872.0,277400.0,2318.0,93.0,0.0,117.0,0.0,0.0,36.0,567.0,131.0,125.0,34,23,7500,256.0,0.08176301501117854,2009,"Census Tract 75, Middlesex County, New Jersey",2917.0,55746.0,296100.0,2339.0,26.0,0.0,34.0,0.0,0.0,0.0,518.0,138.0,127.0,34,23,7500,265.0,0.0908467603702434,-0.009083745359064865,-0.24887166546503245,True,True,True,True,False,False,False,True,False
597,34023008205,2018,"Census Tract 82.05, Middlesex County, New Jersey",3377.0,50574.0,179800.0,2944.0,141.0,0.0,142.0,0.0,0.0,17.0,133.0,354.0,512.0,34,23,8205,866.0,0.25644062777613263,2009,"Census Tract 82.05, Middlesex County, New Jersey",3249.0,44208.0,229200.0,3197.0,37.0,8.0,0.0,0.0,0.0,7.0,0.0,338.0,348.0,34,23,8205,686.0,0.21114188981224993,0.0452987379638827,-0.4914571746384872,True,True,True,True,True,False,False,True,False
600,34023007910,2018,"Census Tract 79.10, Middlesex County, New Jersey",3207.0,60500.0,238500.0,2505.0,69.0,12.0,376.0,0.0,0.0,121.0,124.0,301.0,296.0,34,23,7910,597.0,0.186155285313377,2009,"Census Tract 79.10, Middlesex County, New Jersey",3364.0,55605.0,238900.0,2754.0,281.0,0.0,182.0,0.0,0.0,0.0,147.0,248.0,196.0,34,23,7910,444.0,0.13198573127229488,0.05416955404108212,-0.1719622641509434,True,True,True,True,True,False,False,True,False
607,34023001200,2018,"Census Tract 12, Middlesex County, New Jersey",5107.0,70417.0,335700.0,2531.0,716.0,0.0,721.0,0.0,0.0,156.0,983.0,545.0,514.0,34,23,1200,1059.0,0.207362443704719,2009,"Census Tract 12, Middlesex County, New Jersey",4961.0,53631.0,335500.0,2951.0,606.0,0.0,799.0,0.0,0.0,93.0,512.0,402.0,459.0,34,23,1200,861.0,0.17355371900826447,0.033808724696454545,-0.1693029490616622,True,True,True,True,False,False,False,True,False
622,34023004800,2018,"Census Tract 48, Middlesex County, New Jersey",5449.0,34236.0,251600.0,525.0,301.0,0.0,39.0,0.0,0.0,24.0,4560.0,127.0,98.0,34,23,4800,225.0,0.041291980179849516,2009,"Census Tract 48, Middlesex County, New Jersey",5398.0,38619.0,333200.0,572.0,204.0,0.0,58.0,0.0,50.0,0.0,4514.0,121.0,131.0,34,23,4800,252.0,0.04668395702111893,-0.005391976841269415,-0.5494594594594595,True,True,True,True,False,False,False,True,False
625,34023003300,2018,"Census Tract 33, Middlesex County, New Jersey",5447.0,66525.0,236000.0,1573.0,722.0,25.0,156.0,0.0,49.0,85.0,2862.0,380.0,453.0,34,23,3300,833.0,0.15292821736735818,2009,"Census Tract 33, Middlesex County, New Jersey",5023.0,56233.0,310200.0,1469.0,389.0,0.0,396.0,0.0,71.0,107.0,2591.0,363.0,182.0,34,23,3300,545.0,0.1085008958789568,0.04442732148840138,-0.5378559322033898,True,True,True,True,True,False,False,True,False
626,34023004600,2018,"Census Tract 46, Middlesex County, New Jersey",5468.0,41968.0,248100.0,424.0,234.0,0.0,64.0,0.0,34.0,18.0,4694.0,133.0,171.0,34,23,4600,304.0,0.055596196049743966,2009,"Census Tract 46, Middlesex County, New Jersey",4978.0,34833.0,323500.0,313.0,131.0,0.0,20.0,0.0,0.0,0.0,4514.0,168.0,90.0,34,23,4600,258.0,0.05182804339092005,0.003768152658823916,-0.5255743651753325,True,True,True,True,False,False,False,True,False
648,34023007600,2018,"Census Tract 76, Middlesex County, New Jersey",5563.0,60181.0,275400.0,4040.0,350.0,0.0,193.0,0.0,0.0,16.0,964.0,366.0,400.0,34,23,7600,766.0,0.13769548804601833,2009,"Census Tract 76, Middlesex County, New Jersey",4851.0,49921.0,285100.0,3873.0,212.0,0.0,133.0,0.0,10.0,47.0,576.0,137.0,143.0,34,23,7600,280.0,0.05772005772005772,0.0799754303259606,-0.21120915032679738,True,True,True,True,True,False,False,True,False
651,34023008204,2018,"Census Tract 82.04, Middlesex County, New Jersey",4456.0,55368.0,193600.0,3302.0,272.0,77.0,583.0,0.0,0.0,0.0,222.0,454.0,572.0,34,23,8204,1026.0,0.23025134649910234,2009,"Census Tract 82.04, Middlesex County, New Jersey",4075.0,47931.0,221900.0,3452.0,75.0,0.0,322.0,0.0,0.0,71.0,155.0,396.0,179.0,34,23,8204,575.0,0.1411042944785276,0.08914705202057474,-0.34102789256198335,True,True,True,True,True,False,False,True,False
660,34023005500,2018,"Census Tract 55, Middlesex County, New Jersey",3860.0,29083.0,156400.0,163.0,1084.0,0.0,125.0,0.0,0.0,103.0,2385.0,88.0,114.0,34,23,5500,202.0,0.05233160621761658,2009,"Census Tract 55, Middlesex County, New Jersey",3740.0,45981.0,207100.0,136.0,1645.0,0.0,148.0,0.0,30.0,0.0,1781.0,127.0,77.0,34,23,5500,204.0,0.05454545454545454,-0.0022138483278379625,-0.5492774936061379,True,True,True,True,False,False,False,True,False
661,34023004700,2018,"Census Tract 47, Middlesex County, New Jersey",4202.0,67481.0,255800.0,299.0,389.0,46.0,210.0,0.0,0.0,0.0,3304.0,175.0,169.0,34,23,4700,344.0,0.08186577820085673,2009,"Census Tract 47, Middlesex County, New Jersey",3260.0,39279.0,308600.0,629.0,271.0,0.0,0.0,0.0,0.0,0.0,2360.0,113.0,46.0,34,23,4700,159.0,0.04877300613496933,0.033092772065887406,-0.41150117279124315,True,True,True,True,False,False,False,True,False
662,34023005100,2018,"Census Tract 51, Middlesex County, New Jersey",5854.0,53625.0,352100.0,3196.0,504.0,0.0,1494.0,4.0,0.0,25.0,631.0,159.0,214.0,34,23,5100,373.0,0.06371711650153741,2009,"Census Tract 51, Middlesex County, New Jersey",6338.0,45768.0,343100.0,3984.0,604.0,7.0,856.0,0.0,14.0,232.0,641.0,199.0,362.0,34,23,5100,561.0,0.08851372672767434,-0.024796610226136925,-0.14009372337404147,True,True,True,True,False,False,False,True,False
668,34025811000,2018,"Census Tract 8110, Monmouth County, New Jersey",3617.0,56115.0,256000.0,1337.0,243.0,11.0,117.0,0.0,0.0,31.0,1889.0,185.0,98.0,34,25,811000,283.0,0.07824163671551009,2009,"Census Tract 8110, Monmouth County, New Jersey",3242.0,54634.0,278500.0,1436.0,149.0,75.0,0.0,0.0,92.0,8.0,1557.0,109.0,167.0,34,25,811000,276.0,0.0851326341764343,-0.006890997460924211,-0.27283203125,True,True,True,True,False,False,False,True,False
671,34025802600,2018,"Census Tract 8026, Monmouth County, New Jersey",4573.0,70964.0,267800.0,2572.0,895.0,0.0,411.0,17.0,0.0,96.0,582.0,462.0,316.0,34,25,802600,778.0,0.17012901815001094,2009,"Census Tract 8026, Monmouth County, New Jersey",4207.0,54566.0,302100.0,2226.0,933.0,0.0,595.0,0.0,0.0,18.0,435.0,354.0,209.0,34,25,802600,563.0,0.13382457808414547,0.03630444006586547,-0.31985436893203884,True,True,True,True,True,False,False,True,False
674,34025805001,2018,"Census Tract 8050.01, Monmouth County, New Jersey",4682.0,48710.0,284600.0,2098.0,992.0,0.0,353.0,0.0,35.0,174.0,1030.0,253.0,373.0,34,25,805001,626.0,0.1337035454933789,2009,"Census Tract 8050.01, Monmouth County, New Jersey",5440.0,51456.0,303700.0,2811.0,1260.0,20.0,492.0,0.0,89.0,141.0,633.0,387.0,454.0,34,25,805001,841.0,0.15459558823529412,-0.020892042741915223,-0.24852073085031623,True,True,True,True,False,False,False,True,False
